Content,label,compound
"Wer die Ausbreitung des #Coronavirus unterschätzt, bestätigt damit, dass Menschen bevorzugt linear denken und exponentielle Sachverhalte gedanklich nicht antizipieren können. #CoVid19",-1,-0.5994
"Wetten, die haben die Kinder in Rosenheim garnicht getestet. Reine Vermutungen, was sie haben.#coronavirus ist dadurch auch nicht ausgeschlossen. pic.twitter.com/wxdXfTnv63",-1,-0.6808
#Coronavirus: Zahl der bestätigten Fälle (und Veränderung in den letzten 24 Stunden) laut Johns Hopkins???? 72.438 (+1888)???? 77 (+2) ???? 66 (+7)???? 60 (+3)???? 35 (+1)???? 31 (+1)???? 22 ???? 22 (+2)???? 16???? 16 ???? 15???? 15 ???? 12Diamond Princess: 454@welt pic.twitter.com/z8cWlzXPup,0,0.0
"Ich denke, es ist an der Zeit, eine wichtige #Coronavirus-#WHO-Warnung nochmal in Erinnerung zu rufen. Unbedingt beachten, wenn man gerade sein Essen zubereitet oder ein China-Restaurant besucht. #COVID19 - Prophylaxe! pic.twitter.com/XOLaQ8J6SF",0,0.0
"Wegen des #Coronavirus fällt eine weitere Fachmesse vorerst flach: die ""Auto China"" in Peking. Singapore Airlines reduziert infolge der Epidemie den Flugverkehr. https://t.co/kMVOFjQaTq",-1,-0.5994
Fast 1900 neue Corona-Fälle https://t.co/MFOrnxCLa5 #Coronavirus #Westerdam #DiamondPrincess,0,0.0
"Xu Hui, Huang Heyan and Jiang Na, three women who died fighting against #coronavirus, were posthumously honored as ""Bearer of Red Flag.""It is the All-China Women's Federation's highest honor given to a Chinese female who made outstanding contributions to the country. pic.twitter.com/BoQmv2JVSj",1,0.7096
"We have to be very, very careful not to drive fear in the world.The World Health Organization said on Monday that they will not raise the global risk level of the #coronavirus after reviewing a number of large data sets released by China pic.twitter.com/XBXO4Pk8dh",1,0.4587
Machinist - #Singapore #oiljobs #oil https://t.co/jlbf5XPCkB,0,0.0
?? ???????????? ???????? ?????????? ???????? ?????????????? ?????????? ?? - ?????????????????????????????? : ???????????????? - ?????????? ????. ?? ???????? ?? https://t.co/wKxCkdZeqo #singapore #squareenix #bringarts #actionfigure #dragonquest  #nierautomata #yorha pic.twitter.com/QNQQkXp8JM,0,0.0
Book this gorgeous water suite with private pool in Maldives ????Limited time special offers are available. Contact us for more information.#ansamatravel #maldives #vistmaldives #specialoffers #holidaydeals #honeymoon #Singapore #UAE #Qatar #Maldives #Malaysia #India  #booknow pic.twitter.com/zxFAOKfz11,1,0.8253
#GooglePhotos created this animation from a series of photos I took. Love it! #Singapore #ArtificialIntelligence pic.twitter.com/M9pEH2mpok,1,0.7574
The mandatory picture when you visit #Singapore it took us 7 days  before we got the time to go here so many things to do here. pic.twitter.com/6EK7XsnfBz,0,0.0772
Hermo Promo Codes Feb 2020: 80% OFF! https://t.co/sRoCbT412w #singapore #promosg #promotion,0,0.0
Digital Canvas at Marina Bay Sands. Evening well spent doing what we love best walking around Singapore. Day 7 completed. #Singapore #MarinaBaySands pic.twitter.com/H57mfXxp6E,1,0.8885
"Saudi Arabian citizens should avoid travel to #Singapore except for urgent needs due to the risk of #coronavirus, says the Saudi National Center for Disease Prevention and Control.#SaudiArabiahttps://t.co/J7Z015Bc3v",-1,-0.3612
#Singapore *COVID-19: 19 Feb Update*As of 12pm:New cases: 3Total confirmed: 84Discharged today: 5Total discharged: 34Total still in hospital: 50Most in hospital are stable or improving. 4 remain in ICU.2 of the new cases have links to previous cases.,1,0.6124
Everything has its own use. Including rubbish. If you think you are worthless. Think again. Maybe you have not found the right opportunity yet #technology #greentech #singaporehttps://t.co/zpHAyRTMne pic.twitter.com/pfqcd4kTGE,0,-0.0258
Taking on the party scene one mile at a time! Introducing #Singapore's leading #PartyBus crew!#9tro #9troAlliance #9troLife #9troSpirit #9troStyle #9troPride #9troPower #9troFTW https://t.co/JXX9j0OinO,1,0.508
"Welcome to our newest joiner in our #Singapore office, Haiqal Haffis. Leveraging his knowledge of the IT solutioning industry, Haiqal covers the #FinTech and Digital Financial Services sectors. Welcome Haiqal! pic.twitter.com/zOFR3KGkEG",1,0.7424
"When visiting #Singapore, don’t miss the mouthwatering and pocket friendly Michelin star certified food hawkers! Prepare for the long queue for the scrumptious chicken rice, noodles, curry puff and more. Have you tried any? pic.twitter.com/8D2LgQjqK5",1,0.7177
A captivating first morning in #Singapore for our delegation with a focus on defence. The delegation were able to lay wreaths at the Commonwealth War Cemetery and have insightful discussions at Sembawang Naval Installation @BDSSU_UK. https://t.co/vj0mfn5C1O,-1,-0.5423
Busy day today including attending our regular #EU Ambassadors meeting.  I always feel so proud to represent my country and sit behind our national flag #WorkingforIreland  in #Singapore pic.twitter.com/YnqGsl6eKU,1,0.6113
Beautiful rainbow after the heavy rain??#Singapore #rainbow #rainbowedge pic.twitter.com/73TmRsbWT9,1,0.644
Can’t wait to say hi to #Singapore but first a quick #stopover at @MactanCebuAirpt silkair singaporeair @ Mactan–Cebu International Airport https://t.co/Z5YDGMF78o,0,0.0
World's Tallest Indoor Waterfall ??https://t.co/6kOel0lgAz#singapore #visitsingapore #jewelchangiairport #indoorwaterfall #singaporetourism #travelsingapore #travelvibes #travelholic #instatravel #travel #changi #visitsingapore #smartholidayshop #marinabaysands #travelling pic.twitter.com/HMI6NQZOZM,0,0.0
Home sweet home #Singapore Every airport does this sort of thing right? pic.twitter.com/RWE1SYAplJ,1,0.4588
"Wenn Unsere Kunden ein Problem mit dem Corona Virus haben, dann bieten wir eine kostenlose Reinigung an. #coronavirus #Singapore #bitcoin",-1,-0.4019
"A week ago today we started a new adventure and made a big move over to Singapore. What an incredible place. After a week to settle in I’m now looking for new job opportunities. If you know of anyone that may be able to support, please let me know. #singapore #jobs pic.twitter.com/m8ahtU3ajB",1,0.836
#Singapore Late Night II by Martin Köster pic.twitter.com/H3cVqD8P5g,0,0.0
#sentosa #aquarium #singapore #urlaubskatze #urlaub #reisen #1.urlaubskatze #aida #aidabella #asien pic.twitter.com/es8yQU9O4u,0,0.0
"So viel Geld da unten buchstäblich in den Sand gesetzt, und alles geht in den gierigen Hals der Eliten... wann kolonialisieren wir den Laden endlich und bringen ihn auf Vordermann. Wenn man sich das als Ziel setzt anstatt Ausnutzung klappt das auch #Singapore",0,0.0
#Singapore #Coronavirus #COVID19 ??Buques de carga por todas partes. El transporte global se ha detenido por completo. La economía global se resentirá a partir de la próxima semana. pic.twitter.com/RI7reiOrCt,1,0.4137
Flu through coronavirus is not a common flu that's why Chinese Govt is using hundreds of Army Trucks in the streets of China sanitize the cities.#Coronavirustruth#CoronavirusOutbreak#coronovirusuk #WuhanVirus#COVID2019#COVID?19 pic.twitter.com/zaWjK6nOlF,0,-0.1068
Original video @ https://t.co/9MDGcRqo3yEven nurses are dying in China due to the coronavirus..#Coronavirius #wuhan #WuhanCoronavirus #WuhanVirus #CoronaOutbreak #cdc #watchman #WuhanCoronavius #CoronarvirusOutbreak #coronaviruskenya #coronavirususa #CoronavirusWho #who pic.twitter.com/Ue6KeP36Fo,1,0.3182
#Armed gang #steal TOILET ROLLS in #Hong Kong https://t.co/Gvthn3trL8 via @MailOnline #bigdata #AI #IOT #DiGiTAL #Twitter #CHiNAViRUS #WuhanVirus #ChinaVirus #healthCare#usa #canada #london#Android #goOgle #windows #linux #oracle #software #ios #tech #WHO #healthtech,0,0.0
"Some villagers picked sticks and ready to fight, suppose if they had a gun... CCP regime is the real #WuhanVirus .People in Huanggang, Hubei Province, clash with police. They are close to explosion under CCP's high pressure. https://t.co/STL5WdRXEg",-1,-0.3182
"CCP mouthpiece calls Egypt the ""sick man of the Middle East."" By expelling 3 journalists who used the same phrase, CCP wants to bully media into not reporting on the human and economic disaster of the #WuhanVirus. They are very scared. https://t.co/kRVSO8Ns9o",-1,-0.9468
"???????????????:????????????,????……#CoronavirusOutbreak#WuhanVirus pic.twitter.com/UAZOCGaA68",0,0.0
"71.335 mit dem #Coronavirus Infizierte sind laut Johns Hopkins #CSSE derzeit registriert. Das entspricht einem Anstieg um 3,00% oder 2.079 Fälle gegenüber dem Vortag https://t.co/9YckHjlEIW#Corona #China #WuhanVirus",0,0.0
Wuchang Hospital President Liu Zhiming died of new crown pneumonia]  [Wife crying and say goodbye] #Wuhan#China#Coronaviruschina#WuhanVirus#WuhanOutbreak pic.twitter.com/AFF1WldpJ4,-1,-0.7717
Evil #HKGov once again betrays #HongKong people. The assigned plane in Tokyo will take mainland residents on Princesss Diamond Cruise back to #HongKong. It’s a trap!!#WuhanVirus #WuhanCoronavirus #COVID19 #SOSHK Source: iCableNews pic.twitter.com/A0aJH5eBPe,-1,-0.7955
The girl who did not wear a mask was treated like what this vedio shows. #WuhanCoronavirus #WuhanVirus #???? #???? pic.twitter.com/79rzzAHhCB,1,0.5362
"#ccp needs to maintain its reputation at all cost.That’s why ppl infected with #WuhanVirus don’t die, they just disappear. #CCP_is_terrorist pic.twitter.com/DCf6rejjDI",-1,-0.8402
Words of motivation#lfl #WuhanVirus pic.twitter.com/AFokkOcVe2,0,0.0
Suicide by hanging#WuhanVirus pic.twitter.com/vJXuxgZ99z,-1,-0.6705
#VirusKills #Chinese #FilmDirector and #Family in Wuhan https://t.co/Ry70531Via? #2019_nCov #2019nCoV #COVID19 #coronaVirus #China #Wuhan #Globalhealth #CoronaVirusOutbreak #Epidemic #PublicHealth #Pandemic #WuhanVirus,0,0.0
"Breaking News:Coronavirus is spreading Quicker than expected. (75,199 cases 2,012 Deaths) Condition is getting worse day by day. #Pakistan#Asia #China #WuhanVirus#India #coronavirus #caronavirusoutbreak #Turkey              (LATEST UPDATE) pic.twitter.com/rkxKMND2TI",-1,-0.4767
"Erste Passagiere verlassen ""Diamond Princess""#news #ausland #newsflash #China #asia #coronavirus #wuhanvirus #breakingnews #diamondprincess https://t.co/nOedo3KGGw",1,0.34
"75.199 mit dem #Coronavirus Infizierte sind laut Johns Hopkins #CSSE derzeit registriert. Das entspricht einem Anstieg um 1,03% oder 1.864 Fälle gegenüber dem Vortag. https://t.co/9YckHj43Ro#Corona #China #WuhanVirus",0,0.0
Thank you so much. The fight of #WuhanVirus is the #HongKongProtests 2.0. The HKers are still struggling freedom and #5DemandsNot1Less pic.twitter.com/snnM4Rf7zS,1,0.2585
Police ?? officer of evil #CCP in China put the pistol in the mouth of old lady simply because she has no mask weared or she could not find one in the city because of isolation. #WuhanVirus #WuhanCoronavirus #martiallaw pic.twitter.com/yKZ8WI19UB,-1,-0.8645
"Nearly 300 villager of Gumba, Sindhupalchok,suddenly became sick due to #flu like illness.First they feared & suspected of #Coronavirus,later confirmed #H3flu. It shows""corona phobia""not only in city but also in remote area.#infection  #Kathmandu #COVID_19 #ChinaVirus #WuhanVirus pic.twitter.com/h25IkXVeki",-1,-0.4497
"#WuhanVirus #WuhanCoronavirus X-Ray indicated both lungs are infected, yet hospital rejected him as an intake patience. WELCOME TO THE GREATNESS OF #CHINAZICCP https://t.co/BXLDv4oY4B",-1,-0.4151
#outbreak2020 - #COVID19 - #WuhanVirusDay28 - 18 Feb 2020?? new cases: 1.89k ? (0.70 : below the avg)?? new deaths: 139.00 ?? (1.94 : above the avg)?? confirmed cases: 75.15k?? deaths toll: 2.01k?? recovered: 14.35k?? pic.twitter.com/Afqgt3nn3S,0,0.0
Also when they have “recovered” patients walking outta the hospital #wuhanvirus #coronaviruschina https://t.co/sXFOfqNmWO,0,0.0
"#ccp #police pointing pistol in old man’s mouth like thugs, for not wearing mask in public #wuhan #curfew #covid #COVID2019 #wuhanlockdown #wuhanchina #coronavirus #coronavirusoutbreak #19covid #wuhanvirus #???? #???? #???? #wuhancoronavirus pic.twitter.com/b0JMSugR8D",1,0.5362
We are getting closer to unveil the secret of monster...#WuhanCoronavirus#WuhanVirus #ChinaCoronaVirus #ChinaPneumonia #COVID19 #CCP #???? #?????? #????? pic.twitter.com/2UuKMi465t,0,0.0
"Il semble que l'impact de #COVID?19 sur les marchés mondiaux de l'énergie devienne absolument désastreux. À la veille de l'année, les pays de l'OPEP ont prédit une certaine baisse des prix du pétrole, dont la consommation devrait diminuer de 4 millions de barils par jour. pic.twitter.com/ACk48uw6lN",0,0.0
"Un comité d’habitants de la municipalité Xianning, Hubei, demande à ses habitants de porter des masques même chez eux, et notamment, que les couples dorment dans des lits séparés. #COVID?19 pic.twitter.com/lHt0YI3uPq",0,0.0
Voilà comment on commande son plat dans les avions des compagnies chinoises qui d'ailleurs atterrissent toujours à Paris ! #coronavirus #CoronavirusFrance #COVID?19 https://t.co/hC0EELHLBE,0,0.0
"?????? ÉPIDÉMIE - En #Chine, ce chauffeur de taxi se protège du #coronavirus comme il le peut. (@Russian_Market) #COVID19 #COVID?19 pic.twitter.com/CGzKX0HaLB",0,0.0
?? nouveau point sur le #COVID?19 :-72 000 contaminés dans le monde- 1 900 morts dans le monde.  -500 personnes contaminées à bord du diamond princess. pic.twitter.com/4ol3CMZHjL,1,0.4479
Hier finden Sie Ansprechpartner zu #COVID?19 https://t.co/PS8YYQdYlu,0,0.0
"Avere la prova certa che un paese abbia preparato in laboratorio militare il #COVID?19 per utilizzarlo come arma biologica si meriterebbe la Bomba Atomica, cosi' ciao anche al virus?? pic.twitter.com/yLbFmir7mt",0,0.0
"Quarantena per il #coronavirusoutbreak #COVID?19 . Dopo i palazzi e gli appartamenti, ora sigillati perfino dentro i camion. Come si può sopravvivere per 14 giorni così?! https://t.co/9k267fwAJB",0,0.0
"Nessuno entra, nessuno esce. SiamoAlle miaure estreme. Per mille morti? #COVID?19 #coronavirus #CoronavirusOutbreak https://t.co/My5g2bmXOd",0,0.0
"Coronavirus, l’esperto: ''Se non si ferma epidemia, a rischio due terzi popolazione mondiale'' - https://t.co/1NU1PNGvMxMa si’ un po’ di panico anche per oggi...#COVID?19 vorrà dire che staremo più larghi, nel caso... https://t.co/Q7xx8mcgHF",-1,-0.4588
"#COVID?19 and various other trending hashes have claims that are quite concerning. Numbers-wise, it is being claimed by governments that this is less deadly than the annual flu. But the actions speak louder. Things aren't adding up.",-1,-0.3818
"EURUSD has been moving lower partly because of concerns about #COVID?19. In reality, data had already been weak for some time and could get worse as the impact of the virus begins to show, starting with PMI data this Friday. Source: #Bloomberg, Millennium Global, Feb 2020. pic.twitter.com/92s2UHVANo",-1,-0.802
"#CoronavirusOutbreak,#COVID?19,#Coronavirustruth,when everyone is fearing and avoiding to contact with each other,for the delivering guys still busy travelling around every corner of the cities,a simple ""Hi""or""Tks"",it's enough to warm their hearts… pic.twitter.com/ZYeRZE8hc0",-1,-0.6369
Leaked footage :Overcrowded Hubei Provincial People's Hospital. #coronavirus #Coronavirius#CoronavirusOutbreak #COVID?19#WuhanCoronavirus #corona pic.twitter.com/MwUQFIrfsI,-1,-0.3182
So...@zerohedge was right? https://t.co/5cp7ils594,0,0.0
"“I know when I speak up, I am in danger but I can not tolerate any longer! All the residents in my community are now in hospitals. And no beds and medicines are available. All the news on CCTV are fake! All Fake! ...I want to speak up for Wuhan people” https://t.co/g9GtnXvUdw",-1,-0.9105
"This is really a bombshell. Naval University of Engineering in #Wuhan, one of the five comprehensive military universities of PLA (official info: https://t.co/Z05Fx1yo4k) issued a lockdown notice on Jan. 2, 18 days BEFORE the gov. admitted there was an epidemic, 21 days BEFORE.. https://t.co/ZmiwDXQ7LE",1,0.34
"W ???? nie ma #koronawirus - zapewnia @MZ_GOV_PL. Wczoraj dwie osoby, z podejrzeniem zachorowania zglosily sie do przychodni w podwarszawskich Markach. Trafily do szpitala zakaznego w Warszawie. #coronaviruswuhan #COVID?19",0,0.0
11 marathons held throughout Japan today. I get the feeling that the meaning of #CoronavirusOutbreak  got lost in translation. Japan isn't taking the pandemic seriously at all. #Coronavirus is ignored. Therefore it doesn't exist.Problem solved. It beggar's belief.#COVID?19 https://t.co/Ll4hM34ZZu,-1,-0.6822
"#WuhanLockDown #coronaviruschina #COVID?19 Over 25,000 killed they have started shooting down all the people with the virus in China ( video shared by a reliable source in China ) pic.twitter.com/6llFWcRfS2",-1,-0.4767
"?? DOOR TO DOOR PET CONFISCATION ??Peng'an County, Nanchong City, Sichuan ProvinceSome members of the public in mainland have speculated this to be rabies control, however many others say these ongoing atrocities against dogs & cats are out of baseless fear for #COVID?19 pic.twitter.com/2zcUPmQvMq",-1,-0.6322
"Jeder, der mehr als 4 Tage Erkältungssymptome, über 37,5 Fieber, Abgeschlagenheit und Atemprobleme hat, soll zu Hause bleiben und beim Gesundheits-Center anrufen. Schwangere dürfen früher anrufen. Mal sehen wer sich an „zu Hause bleiben“ hält.?? #toll #newsevery #COVID?19 pic.twitter.com/hUnUfgRzGR",0,0.0
HOLY FUCKING SHIT BATMAN!DID EVERYONE HEAR THIS VM YET?!#COVID?19 #Coverup #COVID?19COVERUP https://t.co/M81kAMpsrv,-1,-0.8168
THE CITY OF WUHAN AND PEOPLE WHO WORK THERE...??#coronavirus #CoronavirusOutbreak #coronavirusjapan #coronavirusgermany #coronaviruschina #Coronavirusmexico #coronaviruswuhan #coronavirusthailand #COVID?19 #coronavirususa #coronaviruscanada #coronavirusfrance #COVID19 pic.twitter.com/uPug3JHE8j,0,0.0
"19-2-2020 22:20Hong Kong has 3 new #WuhanCoronavirus cases confirmed, including the couple who lives in Siu Sai Wan. There are total 65 #coronavirus cases now. pic.twitter.com/sKS3s3tYsV",0,0.0
More and more patients across #China who recovered from the novel #coronavirus pneumonia have donated their blood so that plasma can be extracted to treat others. pic.twitter.com/MGnWkJd5JM,1,0.6124
A suspected case of #coronavirus in Honduras. She has a fever & respiratory problems. The tourist flew from Los Angeles with a transfer in Honduras. She was recently on vacation in Taiwan. High possibility she infected many in Los Angeles airport. #covid19 #coronavirusoutbreak pic.twitter.com/3Cvls9ldAR,-1,-0.7783
"When I watch this, as a Chinese, I dunt know whether I should laugh or cry... Policemen threatening common citizens to confess in front of the camera. What they have done is playing Majiang. What else can we do, you force us to stay at home for 2+ weeks? #coronavirus #CCP pic.twitter.com/MGAX7wiLU0",1,0.25
"#GodMorningWednesdayDo you know that we used to live in Satlok before, there is no birth and death and we are never sad and do full devotion to GodAmerica china japan people must think#coronavirus#COVID2019-pic.twitter.com/znYVCQkck9",0,-0.1396
Pune-based Serum Institute of India says it expects to be ready with vaccine against novel #coronavirus (COVID-19) by early 2022,1,0.5859
To address the issue of contractors going in default of contract obligations on account of delays in input shipments from China on account of #CoronaVirus. #CoronavirusOutbreak (1/2) pic.twitter.com/aHtltpqEIw,0,0.0
"#Coronavirus: Die Veränderung der Anzahl der infizierten Menschen (unter Berücksichtigung der genesenen Menschen) ist zeitweise vollkommen unkorreliert zu der Zahl der neuen Todesfälle, wie die Erfahrung mit #SARS zeigt. pic.twitter.com/BmDen9mgk0",-1,-0.8316
#diamondprinces zeigt: #Coronavirus und #COVID19 eröffnen neue Geschäftsfelder.... pic.twitter.com/mGskpdEHMw,0,0.0
"Geht's jetzt los? Ruhe vor dem Sturm vorbei? Wann merkt Deutschland seine Fälle? Wer nicht sucht, der findet nicht.@jensspahn und @rki_de haben ""Kopf in den Sand stecken"" perfektioniert.#coronavirus#covid19 https://t.co/eIb36NHF6p",0,0.0
#coronavirus #covid19 Es ist einfach unglaublich. Inside the #diamondprinces Viruloge zieht fatales Fazit https://t.co/Hlx0CQNq59,0,0.0
Experten kritisieren die mangelhafte Isolierung auf der #DiamondPrincess in Japan. Doch auch auf dem Land breitet sich das Virus aus. Ein Experte sieht sogar die Olympischen Spiele in Gefahr. #coronavirus https://t.co/W4NY0DOJPw,-1,-0.8316
"Viele News um das neue  #Coronavirus sind #Fakenews, beklagt die WHO. Warum das ein grosses Problem ist, weiss SRF-Wissenschaftsredaktorin Katrin Zöfel @sciencezoe. https://t.co/zrbzPHV3Sz",-1,-0.8126
"#diamondprinces has 542 #coronavirus infected people onboard from 25 countries ,says Japan.  ????Japan: 247????U.S.: 77????China: 46????Canada: 45????Belgium: 43????Australia: 37????UK: 8 pic.twitter.com/NITbfxf8C7",-1,-0.6322
The rabbit hole goes even deeper #coronavirus in a Dean Koontz novel. BY THE WAY THIS BOOK WAS WRITTEN IN 1981#Coronavirustruth pic.twitter.com/nR6BGX9Du1,1,0.3182
"19 February, #Coronavirus News! - 20 new cases in South Korea (51 total)- 10 new cases in Japan (84 total)- 79 new cases on Diamond Princess (621 total)- 3 new cases in Singapore (84 total)- First 2 presumptive cases in Iran (2 total)- 1 new case in Hong Kong (63 total) pic.twitter.com/c4yVflHevI",1,0.4003
"Corona Virus death toll passes through the grim threshold, when the Chinese National Health Commission Announces 2,006 people have died. #coronavirus #COVID19 pic.twitter.com/h9FGXhf3Z1",-1,-0.9042
"Quarantines of cruise ships like #DiamondPrincess had opposite effect. They became active breeding grounds for #coronavirus Infected passengers have now been released from the #covid19 ""incubation ship"" All headed back to: ????????????????????????Thanks Japanese authorities ?? pic.twitter.com/IdzOa3O2hK",1,0.4515
"While Hong Kong Government is doing nothing to alleviate medical supply shortage, HK billionaire Li Ka-shing flew a private jet to New Zealand bring back 5,115 protective coveralls for frontline medics fighting against #COVID19 outbreak.#coronavirus #WuhanCoronavirus pic.twitter.com/iS9zCr8XFa",-1,-0.5423
Japan reveals the nationalities of the 542 people from 25 countries confirmed with the #coronavirus onboard #DiamondPrincess:  ????Japan: 247????U.S.: 77????China: 46????Canada: 45????Belgium: 43????Australia: 37????UK: 8 24 are in critical condition pic.twitter.com/8SNur4y6NP,-1,-0.504
Thankyou! If someone tag a friend!  ???????Follow and subscribe the YouTube: https://t.co/6mpkgEsx2j?Like and Retweet some post?Comment: #Done and send a screenshot @cctip_io airdrop 3000000 VYA 500@coinkit_ mon 1 100 TZC#CherishTheDay #coronavirus,1,0.695
"¿Cuándo se debe usar una mascarilla o tapabocas? La Organización Panamericana de Salud, @opsoms, nos comparte las siguientes recomendaciones. #Coronavirus ???? pic.twitter.com/PxQTObOBim",0,0.0
"????? #Deathtoll #Coronavirus #COVID19 #Coronaviruschina #COVID19 #COVID2019 #Wuhan#China #CoronavirusOutbreak?Las imágenes que llegan desde #China hacen dudar de la veracidad de los datos, aumentan las sospechas de sobre la creación lab del Virus.pic.twitter.com/55LWdVqL1T",0,0.0
"Mientras medio mundo mira a China y al #coronavirus, América Latina vive su mayor epidemia de #dengueAño 2019: - 3 millones de casos- 1.538 fallecidos- Guatemala, Honduras y República Dominicana los más afectadosCausa: es virus lo transmite un mosquito#LaCafeteraTASAS pic.twitter.com/31DTqzRjt5",0,0.0
????? #Coronavirus Caso sospechoso en #Honduras ??????La paciente llegó recientemente al país procedente de Taiwán. Tiene fiebre y problemas respiratorios. Los enfermeros en el hospital de Tegucigalpa estaban nerviosos y no sabían donde llevar a la mujer. pic.twitter.com/kYSseJ6BuY,-1,-0.4871
"Income Inequality in #Singapore has fallen & income levels have surged. SG proves that if you embrace #FreeMarket #Capitalism, strong #RuleOfLaw & gov't Transparency, economic prosperity will follow. This is the SG Strategy.  The world should take note.  https://t.co/0BM1CgfQj6",1,0.4767
"#HongKong 7.5M people;60 diagnosed; rate: 0.000008 #Macau 700,000 people , 10 diagnosed; rate: 0.000014 #Singapore 5.6M people75 diagnosed; rate: 0.000013 #Wuhan 11M people, 60,000 diagnosed; rate: 0.005 Surely #HongKong Government's epidemic prevention isn’t that bad?! https://t.co/zLDFRWWQY3",1,0.4926
Oooooooooooooooooh my God it's going to be a looooooooong year #COVID19 #SARSCoV2 #deaths #coronavirus #outbreak #Wuhan #coverup #China #pandemic #USA #Australia #UK #Japan #Singapore #California #Texas #Georgia #NYC #Florida #Hawaii #Chicago #HongKong #2019nCoV #CDC #US #NYC https://t.co/ByQYhUgXVF,1,0.2732
That's really out of sight!#malaysia #singapore pic.twitter.com/nYzHEcqK9v,0,0.0
"La casa #TangTengNiah o #TangTengNiahHouse es la casa más famosa, bonita y colorida del #BarrioIndio #LittleIndia de #Singapur #Singapore.#LosViajesdeHector #Asia #Asiaconniños #CValencianaTB #CVTravelBloggers… https://t.co/vC7XwxJVmR",0,0.0
"#SINGAPORE 19 infectados por #Coronavirus #COVID19 ??Exhaustivo seguimiento de los casos y transparencia, así se hacen las cosas. pic.twitter.com/EPCcNaalJi",0,0.0
Q meta a todos las maras en una fosa y salga de ellos.#Singapore mato muchos corruptos para q hoy sea un pais prospero,0,0.0
?? #singapore #sentosaisland #universalstudios #resortsworldsentosa #lightroom #xiaomimia3 @ Universal Studio Singapore https://t.co/2eNg9UTU1X,0,0.0
Pineda me ha insultado todas maneras y para mi es un honor q un cientifico me cuestione.Es una cualidad de los cientificos son directos y dicen lo q sienten.No soy desbocao Doc es toy harto de corruptos y por aqui la mayoria tiene corruptos favoritos.Apoyo metodo #Singapore,1,0.6808
Singapore. Cargo ships everywhere. Global economy has stopped. #singapore #cnbc #wuhan #coronavirus #covid19 #shanghai #WHO #CDC #WSJ pic.twitter.com/PSY1DKDxzf,-1,-0.2263
Went all in with the cherry blossom theme in @Starbucks ???? I couldn’t resist ??#CherryBlossom #Starbucks #Singapore pic.twitter.com/TpceY35AHg,0,0.0
"Timeline chart of Singapore COVID-19 CasesTotal 86 (+1), Recovered 47 (+10), ICU 5Updated 21 Feb??NEW??Interactive Chart: https://t.co/kcLLYyibdQChart: https://t.co/4JN5680aWdData: https://t.co/L2fLTsPd17#covid19 #coronavirus #singapore pic.twitter.com/2UbV3DXVEE",-1,-0.5514
Singapore - the place to sing some love tunes. ??#SINGapore #sing #adventures pic.twitter.com/wfAL7XSYN7,1,0.6767
"#submarine arms races in Asia- big players are #China, #Australia, #Japan and the list goes on: #Pakistan, #SouthKorea and #Singapore all have high-tech submarine capabilities. But less discussed submarine revolution taking place- #Myanmar, #Vietnam https://t.co/NA5I0nx9C0 pic.twitter.com/oyXSEjHjEB",0,0.0
@ais_singapore @BrightonC_SG  @CognitaSchools  One family #cognitaway #Singapore #primaryschool @rachaelsymes1 @EromieDassanay2 pic.twitter.com/haEu1XXzHI,0,0.0
"when you are in #Singapore, you need to give #HokkienMee a try. It’s different from the #Malaysian version and it is very very tasty. I love mine with extra sauce and chive ! ?? pic.twitter.com/rng57oLBI5",1,0.7502
"Teczowe Walentynki i woda z sufitu. Sushi i wino to to nie jest, ale tez fajnie. Udanych Walentynek wszystkim! #valentinesday #walentynki #singapore #changi #travelwithkids #holidaysalmostover #backtothereallife w:… https://t.co/xVK18281tz",0,0.0
?? XZ Studios 1/6 Kobe Bryant ??https://t.co/N20gPAHuiX#singapore #payalebar #sgtoys #sgtoystore #toystore #toycollector #xzstudios #onesixth #actionfigure #hottoys #enterbay #damtoys #inflames #sideshow #lalakers #lakers #nba #kobe #kobebryant #blackmamba #sportscollectibles pic.twitter.com/Aw1RLBgPAC,0,0.0
"Over at @PndmcSurvivors, we've acknowledged that there's been an epidemic in Iran for days. #COVID19 #SARSCoV2 #deaths #coronavirus #outbreak #Wuhan #China #pandemic #USA #Australia #UK #Japan #Singapore #California #Texas #Georgia #HongKong #Indonesia #2019nCoV #Taiwan #CDC #US https://t.co/CVTBD08nPw",0,0.0
"Gardens flower ??only by the Bay, Singapore ????#singapore #flowers #garyveechallenge pic.twitter.com/u0h4JG6H9O",0,0.0
"Stand a chance to financial freedom with binary option trading, fast and secured platform.With a minimum investment of $100Ask me how? https://t.co/3HtZgrboU4 #Singapore",1,0.836
#FulbrightFriday February’s “Fulbrighter of the Month” and @Princeton undergrad Ananya Joshi is in #Singapore to research the use of AI in predicting and preventing urban mosquito breeding grounds. https://t.co/fhztU5DOX5 pic.twitter.com/h267JFQIaX,0,-0.0258
