headline,label,compound
"Wie eine Grippe . . .22. Jänner: 17 Todesopfer, 647 Erkrankte17. Februar: 1700 Todesopfer, 70.000 Erkrankte#coronavirus Grafik unten vom 22. Jänner 2020: pic.twitter.com/7UWzfUS6G1",0,0.0
Deutsche Schulen sind auf jeden Fall vorbereitet auf die #Notfallversorgung. #coronavirus @KM_BW #WEGFreiburg pic.twitter.com/NYRdPwevDY,-1,-0.5994
Eine #Kreuzfahrt ins #Coronavirus-Gebiet. Da dürfte preislich doch noch etwas zu machen sein.... pic.twitter.com/24IaPaVoKP,0,0.0
Nach zwei Wochen endlich frei: Nach einem Besuch in #China saß Xiaolei Zhang mit ihrem Sohn und 120 anderen Reisenden in Quarantäne fest - erst jetzt durfte ihr Mann seine Familie wiedersehen. #Coronavirus pic.twitter.com/3W7tMW8PKz,0,0.0
Der #Coronavirus trifft die Weltwirtschaft jetzt schon deutlich härter als Sars. Die Chefs von Wirtschaft und Währungspolitik stehen vor sieben Herausforderungen.,-1,-0.8316
"The surprise when I was leaving my house, in the lift this morning. We can fight this together!!! ????????????#COVID19 #Singapore pic.twitter.com/AsKDFNNpwP",-1,-0.5165
"Some major carriers are likely to divert, reefer containers bound for China, to #Singapore for interim storage#Shipping pic.twitter.com/FK64L7VCXM",0,0.0
Happy Valentine Best Give ever ?? #Singapore  #coronavirussingapore pic.twitter.com/Ples1oy5RM,1,0.8504
Die Drachen-Obsession ist stark in mir ???????#hardrockcafe#singapore pic.twitter.com/2TNJNgPl5t,-1,-0.7059
Schon nach dem ersten paar Stunden lässt sich festhalten: #Singapore ist eine geile Stadt!! Ich freue mich auf die kommenden Tage. Es gibt viel zu sehen und erkunden!,-1,-0.6981
Unser #Recap zur @SGAirshow 2020 #singapore #Airshow #sgairshow2020 #mtu pic.twitter.com/9sLaRjlEfv,0,0.0
"Give yourself a Boost today if you are feeling down, feeling weak or feeling breathless! Flavoured oxygen is refreshing and rejuvenating. #boostoxygen #singapore #aromatherapy pic.twitter.com/U7PvoMKJVP",1,0.3802
"Waiting is not dead time for migrant women to while away.Please have a read, if you're interested, and let me know what you think--a blog post on bodies and rhythms that offers a glimpse of some of our work on domestic workers and maid agencies in #Singapore. #AcademicChatter https://t.co/jO1NrAZjLx",1,0.7304
"This man chicken no have, all body very good power many many!#Singapore #Appreciateourforeignlabour #NoChickenvirus pic.twitter.com/zzcnDPXvs9",1,0.3149
#Singapore Madrid v liverpool is on at 4am ?? looks like I'm up early before getting ready to fly to #Australia later that day.. it's been amazing pic.twitter.com/xaXo6tFW0u,1,0.8466
It seems that the “The Little White Town” of #Bideford in #Devon is famous enough to have a street named after it in #Singapore ! Couldn’t believe my eyes. pic.twitter.com/wIiKXJaMDh,0,0.0
Singapore sets aside additional $215m for deep-tech startups https://t.co/VuKJMfJyBq #singapore #fintech #tech pic.twitter.com/hc7jbFlvdX,0,0.0
"There are currently 71,448 confirmed cases worldwide, including 1,775 fatalities.2 new cases in #Taiwan. 1 new case in #Japan.3 new cases in #HongKong.2 new cases in #Singapore. #Hubei #China. 2019-nCoV #Corona #CoronaVirus #Wuhan #Virus #OutBreak pic.twitter.com/DVsmCFoRDl",0,0.0
Took a break from energy for a bit. #Singapore builders seek force majeure advice as #coronavirus causes labour crunch  https://t.co/ykRqdbAHA1,1,0.2732
Panoramic aerial view of downtown #Singapore in the evening. Seaside #cityscape with #skyscrapers. Contemporary #architecture in dramatic backlight.--https://t.co/OmKFK8OZXe--#StockPhoto #DesignInspiration #travelphoto #photooftheday #architecturelovers pic.twitter.com/aCpHgbS2C5,0,0.0
The value of total outstanding home loans from the Housing & Development Board of #Singapore is ~$50 bn... everyone gets one panadol ?? not to jump. @DavidInglesTV https://t.co/5bfQkTN96H,1,0.7757
"I spoke with Gan Kim Yong, Minister @sporeMOH, yesterday about the #COVID19 response. #Singapore is managing the imported cases with tremendous rigor. I thanked the Minister for ????'s leadership on preparedness. #coronavirus",1,0.594
#Singapore please drive safe pic.twitter.com/UKqMGveaYn,1,0.6369
"Signature of a new Memoramdum of Understanding with companies from #Singapore, E2I and FE, on February 18th, followed by a visit of our campus in Massy #InternationalCooperation pic.twitter.com/Vjd9TS89fU",0,0.0
Why you all laugh? Give your boss face lah...#Budget2020 #Singapore pic.twitter.com/ncqyCugO1D,1,0.5574
"Wah, this guy is such an asshole sia!#Singapore #AssholeDriver #EliteRich pic.twitter.com/b20psMgcUy",0,0.0
UPDATE: Due to the coronavirus the People Matters TechHR conference in Singapore has been postponed until September this year. Health and safety must come first and we would like to thank the organizers for prioritizing this. We'll be back! #techhr #peoplematters #singapore pic.twitter.com/O0UPTeUUj3,1,0.75
Some amazing views I get to enjoy running to the office in the morning #expatlife #singapore pic.twitter.com/HnhQdNcSCB,1,0.7906
"#Singapore government’s vision is to phase out internal combustion engine vehicles & have all vehicles run on cleaner energy by 2040. To promote this, #SGBudget2020 has 3 measures",1,0.7506
"???? ???? #SINGAPORE PLANS 2 PACKAGES, TOTALING S$5.6B, TO SUPPORT ECONOMY - BBG*SINGAPORE PLANS S$800M FROM BUDGET TO COUNTER VIRUS EFFECTS*SINGAPORE TO GRANT CORPORATE INCOME TAX REBATE OF 25% FOR 2020",1,0.8237
?? WARNING GRAPHIC ?? Animals are being beat to death due to a suspicion that they carry the virus. #CoronaVirus #WuhanChina #WuhanVirus #China #CoronaOutbreak #COVID2019 pic.twitter.com/Tz9CNcTHHu,-1,-0.8908
Our guest is giving a real insight into the situation in #China. Information you will not get anywhere else. Help us to share this episode of #AnonymousBitesBack so the truth comes out!Alternative link: https://t.co/Fg6gWJGTdm#Anonymous #WuhanOutbreak #WuhanVirus,1,0.847
"#Breaking Liu Zhiming, the director of Wuhan Wuchang Hospital and an expert in neurosurgery, died from the novel coronavirus, Tuesday morning, state media CCTV reported. Liu Zhiming had made important contributions in fighting and controlling Covid-19. #coronavirus #wuhanvirus pic.twitter.com/CZSOsrPgMa",-1,-0.4588
Finance Minister @nsitharaman :Secy level meeting to be held tomorrow on #Coronavirus impact. #CoronavirusOutbreak #WuhanVirus pic.twitter.com/1OxH8f5qcd,0,0.0
"YongJia, China. On Feb 12, the whole town initiated an activity to kill all the dogs in order to prevent the plague. The puppy in the clip was beaten to death. It is brutal and insane. #TruthWins #WuhanCoronavirus #WuhanCoronavirusOutbreak  #WuhanVirus #coronavirus pic.twitter.com/T4VOOJD1oz",-1,-0.959
"Even National Lianghui ???? is confirmed to postpone in order to prevent #WuhanVirus outbreak in crowded gathering. #HKPolice, instead of fighting at frontline vs epidemic, are having fun with artists without any epidemic preventions. Irony.#HKPoliceState #SOSHK https://t.co/kQANQzgamh",0,0.0
Con el #WuhanVirus los chinos se están marcando un #Chernobyl de cojones pic.twitter.com/q7QlaGTQov,0,0.0
"#SouthKorean Foreign Minister Kang Kyung-hwa: ""We're actively seeking to send medical personnel"" to China  if CCP asks.SK citizens:-Are you crazy?-A tribute? Is this Chosun Dynasty?-Why don't you & Moon go?-Are you crazy?#WuhanVirus#ChinaPneumoniahttps://t.co/pApN0C99ph",1,0.504
"A frontline medical worker said, ""Please donate rescue supplies to us. Don't let us fight on the battlefield naked without helmet and armor. Don't let the blood of our medical staff flow in vain.""#TruthWins #WuhanCoronavirus #WuhanCoronavirusOutbreak  #WuhanVirus #coronavirus pic.twitter.com/irshZ0W3r0",1,0.6351
You hypocritical foreigners. Always show the behavior of the police in our country???? at the Control Vrius moment. Look where the police in your own country are going???????#WuhanVirus #WuhanCoronavirus #WuhanLockDown  https://t.co/Wa29BQvY4I,-1,-0.6072
"#Chinese courts have been mobilized to promote and improve online litigation services as the country is battling the #novelcoronavirus outbreak, according to the Supreme People's Court (SPC).#coronavirus #WuhanCoronavirus #WuhanVirus #China #COVID19 pic.twitter.com/HWxAac8OcI",1,0.7351
??Don't be scary. It's truth??#WuhanOutbreak #2019nCoV #anticcp #ChinaCoronaVirus #WuhanCoronavius #WuhanVirus https://t.co/ZOnyjBaeE9,1,0.5556
"A coronavirus was first isolated in 1937 from an infectious bronchitis virus in birds that has the ability to seriously devastate poultry stocks.Now #WuhanVirus  as well known as #coronavirus attack on Human, every days the number getting increase... pic.twitter.com/Ft03qW4mw8",-1,-0.7579
"This is so sad, so much pent up. She is brave for speaking out.#WuhanVirus #ChinaPneumonia https://t.co/rJ9GbV4bJN",0,-0.1509
"Nearly 300 villager of Gumba, Sindhupalchok,suddenly became sick due to #flu like illness.First they feared & suspected of #Coronavirus,later confirmed #H3flu. It shows""corona phobia""not only in city but also in remote area.#infection  #Kathmandu #COVID_19 #ChinaVirus #WuhanVirus pic.twitter.com/h25IkXVeki",-1,-0.4497
"#CCPChina rule the country by suppressing all voices that disagree with #CCPChina.  It just won’t listen, and repeat its mistakes again and again.  #WuhanVirus https://t.co/za3eCCYIXe",-1,-0.6249
"Mens alle turister frygter for #WuhanVirus i Thailand, er det noget helt andet der truer. Trafikken! I går døde 53 thaier og to turister i trafikulykker. 48 døde var motorcyklister. Tirsdag døde 71 mennesker. Hidtil er 2.017 mennesker døde og 134.990 kvæstet i trafikulykker i år. pic.twitter.com/vZPhsBo62n",1,0.4199
https://t.co/5jQ5dqtWFo'Fang Bin' one of Wuhan's Resident & reporter missing in Wuhan#WuhanVirus #FangBin #coronavirus #outbreak #HongKong #CoronavirusOutbreak #COVID?19 #ChinaCoronaVirus #Beijing #Coronavirustruth #ChenQiushi #China,-1,-0.296
Har ikke hørt før   om  at nyreskade er en av tingene...Everything you need to know about the coronavirus via @SCMPgraphics  https://t.co/dCrnJPt1IH #WuhanPneumonia #coronavirus #wuhanvirus,0,0.0
"#WuhanVirus outbreak is due to CCP's hiding the info & not telling its ppl, so not enough precautions have been done, & even worse a lot of movements to different cities during Chinese New Year Holidays. CCP values power over human lives. Just keep tight control & stay away. pic.twitter.com/1dgYAJhjEG",0,0.0
Wuhan thunder #WuhanVirus https://t.co/2GRLjDccRD,0,0.0
China did more silencing than actually tackling #WuhanVirus. I feel sorry for the patients.,-1,-0.2716
Kara za wyjscie bez maski.*Punishment for going out without a mask.#China #Chiny #????? #coronarvirus #koronawirus #nCoV2019 #ChinaVirus #WuhanVirus #Wuhan pic.twitter.com/FArH2T7mjE,0,0.0
Biala odziez ochronna jest teraz symbolem wladzy.*White protective clothing is now a symbol of power.#China #Chiny #????? #coronarvirus #koronawirus #nCoV2019 #ChinaVirus #WuhanVirus #WuhanPneumonia #WuhanOutbreak #Wuhan #WuhanCoronavirusOutbreak pic.twitter.com/LRL5hG3MW1,0,0.0
Wszystkie drogi dojazdowe do Wuhan zostaly zniszczone i zamkniete.All access roads to Wuhan were destroyed and closed. #China #Chiny #????? #coronarvirus #koronawirus #ChinaVirus #WuhanVirus pic.twitter.com/hko8dcHQjN,-1,-0.6322
...#Coronavirus: in #cina???? morti 6 fra medici ed infermieri. Oltre 1700 sanitari infettati nella lotta contro il MOSTRO.Loro sono EROI per NOI.Lottano per tutti NOI.Ricordiamolo semper.#ChinaPneumonia #China#COVID?19 #wuhan#WuhanCoronavirusOutbreak pic.twitter.com/Jd27NGfmch,0,0.0
"Attenzione, accenni di traffico a Pechino. Ed è subito clacson, ed è subito casa #COVID?19 #coronavirus pic.twitter.com/7uvpp3lZk3",0,0.0
"Arrival numbers from mainland China into HK via Shenzhen Bay checkpoint more than doubled in past week #CarrieLam fanning the fire while pretending to be putting out the fire#WuhanCoronavirus#COVID?19  Credit, Apple Daily pic.twitter.com/Vk872TOahe",0,0.1531
God damn LIES!!!CoverUp of the #coronavirus !!I am from Buffalo..I swear the politicians should be taken out and shot if this true!CITIZENS NEED TO KNOW!I for one am done with the lies and coverups!#coronaoutbreak ##COVID?19 https://t.co/jeFrJ5scDr,-1,-0.6973
Somebody help me!  I need a mathematician !  Over 69000 confirmed cases now WW and by my figuring this looks like a 17.5% death rate in China from the corona virus?  What am I missing?  #CoronavirusOutbreak #COVID?19 pic.twitter.com/XScGH7epWw,-1,-0.4632
"#COVID?19 Encore la preuve du mépris et le désintérêt des gouvernant à l'égard des peuples, comment en plein crise de santé public #Coronavirius , la cheffe en 1ère ligne #agnèsbuzyn laisse le navire pour la mairie de Paris? On voit bien la priorité des politiques.?????????? pic.twitter.com/uOlyxwA67v",0,0.0
"?? BONNE NOUVELLE - Une fillette de 9 mois, atteinte par le #coronavirus, a été guérie et est sortie d'un hôpital de la ville de #Shiyan en #Chine. (@PDChina) #COVID19 #COVID?19 #coronavavirus #Coronavirius",0,0.0
?? FLASH - Le député et médecin Olivier #Véran est nommé ministre de la Santé à la place d'Agnès #Buzyn. Il s’occupera désormais du #coronavirus en #France. (Élysée) #COVID19 #COVID?19 pic.twitter.com/XLgZYlEWU5,0,0.0
"C’est ferme et définitif, les gens de ce parti sont azimutés! ???? Hier #Buzin « probable pandémie » aujourd’hui coucou mairie! #SauveQuiPeut ??????#COVID?19  https://t.co/NqtSo93XGi",0,0.0
"#COVID?19  #Buzyn Si une ministre LREM peut partir quand on est au bord d'une pandémie ( selon ses dires) et que tout l'hôpital est au bord du gouffre, on peut se demander à quoi sert ce gouvernement à part servir ses propres intérêts.",0,-0.128
#COVID?19 Vs SARS & FLU pic.twitter.com/eXYjkfcjap,-1,-0.516
Un sapeur-pompier français retraité a envoyé un chèque à notre Ambassade pour soutenir la Chine dans les efforts de prévention et de contrôle de l'épidémie du coronavirus (#COVID?19). Merci pour votre amitié et votre soutien au peuple chinois. ?? pic.twitter.com/vUQ3nnnP4V,0,0.0
"#coronavirus #COVID?19 DES SCÈNES SURRÉALISTES, SINON QUE LA SITUATION SEMBLE INFERNALE ET INQUIÉTANTE, VOIRE APOCALYPTIQUE, UN AIR DE FIN DU MONDE??QUE SE PASSE-T-IL AU JUSTE EN CHINE, ET QU’ONT-ILS FAIT/COMMIS D’ERREUR-S LES CHINOIS POUR MÉRITER ÇA?pic.twitter.com/AwowIQ1UtR",0,0.0
Avertissement britannique: #COVID?19 peut encore évoluer vers quelque chose de bien pire ! https://t.co/pvWnev1jXG,0,0.0
"?? IMPORTANT - Origine du #coronavirus : le #virus #nCoV_2019 pourrait venir d'une chauve-souris subissant des tests d'un nouveau virus dans un laboratoire à 280m du marché aux animaux de #Wuhan. Par accident, l'animal aurait mordu une chercheuse. #COVID?19 (@ezracheungtoto) pic.twitter.com/MuBEFHVP3J",-1,-0.2748
"Le nouveau ministre des solidarités et de la santé, @olivierveran , a tenu à rencontrer pour son premier déplacement les équipes de l’hôpital Bichat. Il a tenu à les remercier pour leur mobilisation dans la prise en charge des premiers patients atteints du #COVID?19 . pic.twitter.com/czuOoMf1yy",0,0.0
"En pleine crise sanitaire Mondiale de #COVID?19 , la Ministre ???? de la santé @agnesbuzyn quitte le Navire pour rejoindre la chaloupe des Municipales !  #LaRem ?? pic.twitter.com/E5CVs50iHK",0,0.0
Voici ce que le sénateur Tom Cotton avait à dire sur la situation du #COVID?19 pic.twitter.com/I0vcdleTLQ,-1,-0.4588
?? #Coronavirus #COVID?19  Tout dernier Bilan officiel CHINE 11H15 heure locale(donc il y a quelque minutes 4H15 pour nous )73 483 cas confirmés #COVID19 1873 décès 10615 cas considérés comme guéris (Source National Health China ) pic.twitter.com/5F8klbKI0B,-1,-0.2593
"?????? EPIDEMIE - Le #Japon s'inquiète. D'après le ministre de la #Santé, le pays entre dans une ""nouvelle phase"" de l'épidémie de #COVID19. Tous les jours, des cas supplémentaires qui ne sont pas allés en #Chine et n'ont pas eu de contact avec des Chinois sont signalés. #COVID?19",0,0.0
#Burundi Lundi 17 févr 2020 le Ministre @dr_thaddee a présidé une réunion du comité de pilotage pour la préparation et réponse à la #COVID?19 @WhoBurundi @UNFPABurundi @IOMBurundi @DFID_UK @PNUDBurundi @ben_ndag @WorldBank @HMKamenge pic.twitter.com/uWRaGkM7mU,0,0.0
A video that is said to be from #China and probably a real one ... #coronavirus #COVID?19 pic.twitter.com/p1LiqEkbKr,0,0.0
"Director Chang Kai died at home in front of his seriously ill wife on February 14., 2020. His sister died of #COVID?19 a few hours later. pic.twitter.com/rxdGlv3rrO",-1,-0.8934
So bedauerlich jeder einzelne Todesfall ist - weltweit betrachtet ist die Mortalität offenbar verschwindend gering. #COVID?19 pic.twitter.com/Ez8hhVfTUd,-1,-0.5994
Coronavirus #Covid#COVID?19 #CoronavirusDas einzige was unser Gesundheitsminister (Jens Spahn)gut im Griff hat ist sein Handy bei einer Konferenz. Das die WHO vor dem Virus warnt kommt beim ihm durch den Schwachen Mobilfunknetzausbau in Deutschland wohl nicht an. pic.twitter.com/iGakp4luwk,-1,-0.5994
"A makeshift hospital has been delivered in Xi'an, NW China, to tackle the #coronavirus outbreak. It was built in a little more than 10 days #FightVirus pic.twitter.com/Spt3JYQhYe",0,0.0
"TikTok is suppressing this video, please share! #coronavirus ?? pic.twitter.com/v5rRupd5BR",1,0.6312
"When you're happy you're no longer quarantined, and you know it, dance. #coronavirus pic.twitter.com/VPgo9FG4Nv",1,0.3612
Union Finance Minister Nirmala Sitharaman on 'is there any report of shortage of medicines/masks in hospitals in India': There is no such report. In fact there was demand from those who manufacture medical devices to remove ban on exports. #Coronavirus pic.twitter.com/Kjfbbu6mUy,-1,-0.8074
"Am I the only one who thinks this #coronavirus outbreak might be a planned mechanism strategically targeted at halving China's population?At this point in time, I've stopped seeing things exactly the way they appear and I'm not even trying to make a case for conspiracy theorists pic.twitter.com/HHHQarIwgA",-1,-0.6486
"Jaime FlorCruz, the former CNN Beijing Bureau Chief, also extends best wishes to China. He believes that just as we overcame other epidemics, so we can beat this one, too. #coronavirus pic.twitter.com/YmVVil3Q34",1,0.743
Ist das irgendwie noch nicht durchgedrungen?#COVID19 aka #Coronavirus liefert je nach Stadium falsch negative Ergebnisse.Bereits #LiWenliang hatte davor gewarnt. pic.twitter.com/V5UdhsOnem,-1,-0.5719
"Ihr wolltet doch wissen, wie es in einem #coronavirus EVAC Fracht aussieht!Hier die US-Variante! https://t.co/CAEOxfkgaN",-1,-0.6688
Genau mein Humor! Was JEDER in Deutschland wissen muss!!!Und dann den Artikel hinter einer Bezahlschranke setzen!!!  ?? #welt #covid19 #Coronavirus pic.twitter.com/Y52N7U0egY,1,0.5615
In Peking kommt geliefertes Essen mittlerweile übrigens mit den Körpertemperaturen von Koch und Lieferant. #coronavirus pic.twitter.com/QuQhJi0Loe,0,0.0
Die #Coronavirus-Epidemie in China soll sich erst Ende April stabilisieren. Mit einem Höhepunkt des Ausbruchs im ganzen Land sei voraussichtlich bis Ende Februar zu rechnen. https://t.co/C1SpB4M92U,-1,-0.5994
"Wie Gesundheitsminister Jens #Spahn heute Morgen im Magazin #MOMA mitteilte, sieht er keine Probleme in der Ausbreitung des neuen #Coronavirus. Spahn wörtlich: ""Ich habe beim Gewerbeamt angerufen, der Virus hat keine Gewerbeerlaubnis in Deutschland."" pic.twitter.com/9WDswrnHdb",0,0.0
"#coronavirus60000 von 1,4 Milliarden Menschen sind in China an Corona erkrankt.Das sind 0,00429 % Üble Sensationsmache.In der Süddeutschen.Früher war die mal seriös. pic.twitter.com/oX0P7XRilc",-1,-0.8316
Tote durch #coronavirus insgesamt: 1.870Kindersterblichkeit durch Hunger weltweit: TÄGLICH 30.000 pic.twitter.com/VjIhUl0gcN,-1,-0.25
Keine Angst#Coronavirus (Cartoon Stuttmann) pic.twitter.com/NeZNpNbpgf,0,0.0
Fernöstliche Medizin im Einsatz gegen das #Coronavirus pic.twitter.com/cMhn0ruI8k,0,0.0
#Xinjiang #China Polizeibeamterkollabiert. #coronavirus Warum dieses plötzliche Kollabieren? Dies geschah exakt gleich während der Spanischen Grippe 1918-1921. https://t.co/qJ43iUFD1Q,0,0.0
"Wer die Ausbreitung des #Coronavirus unterschätzt, bestätigt damit, dass Menschen bevorzugt linear denken und exponentielle Sachverhalte gedanklich nicht antizipieren können. #CoVid19",-1,-0.5994
"Wetten, die haben die Kinder in Rosenheim garnicht getestet. Reine Vermutungen, was sie haben.#coronavirus ist dadurch auch nicht ausgeschlossen. pic.twitter.com/wxdXfTnv63",-1,-0.6808
#Coronavirus: Zahl der bestätigten Fälle (und Veränderung in den letzten 24 Stunden) laut Johns Hopkins???? 72.438 (+1888)???? 77 (+2) ???? 66 (+7)???? 60 (+3)???? 35 (+1)???? 31 (+1)???? 22 ???? 22 (+2)???? 16???? 16 ???? 15???? 15 ???? 12Diamond Princess: 454@welt pic.twitter.com/z8cWlzXPup,0,0.0
"Ich denke, es ist an der Zeit, eine wichtige #Coronavirus-#WHO-Warnung nochmal in Erinnerung zu rufen. Unbedingt beachten, wenn man gerade sein Essen zubereitet oder ein China-Restaurant besucht. #COVID19 - Prophylaxe! pic.twitter.com/XOLaQ8J6SF",0,0.0
"Wegen des #Coronavirus fällt eine weitere Fachmesse vorerst flach: die ""Auto China"" in Peking. Singapore Airlines reduziert infolge der Epidemie den Flugverkehr. https://t.co/kMVOFjQaTq",-1,-0.5994
Fast 1900 neue Corona-Fälle https://t.co/MFOrnxCLa5 #Coronavirus #Westerdam #DiamondPrincess,0,0.0
"Xu Hui, Huang Heyan and Jiang Na, three women who died fighting against #coronavirus, were posthumously honored as ""Bearer of Red Flag.""It is the All-China Women's Federation's highest honor given to a Chinese female who made outstanding contributions to the country. pic.twitter.com/BoQmv2JVSj",1,0.7096
"We have to be very, very careful not to drive fear in the world.The World Health Organization said on Monday that they will not raise the global risk level of the #coronavirus after reviewing a number of large data sets released by China pic.twitter.com/XBXO4Pk8dh",1,0.4587
Machinist - #Singapore #oiljobs #oil https://t.co/jlbf5XPCkB,0,0.0
?? ???????????? ???????? ?????????? ???????? ?????????????? ?????????? ?? - ?????????????????????????????? : ???????????????? - ?????????? ????. ?? ???????? ?? https://t.co/wKxCkdZeqo #singapore #squareenix #bringarts #actionfigure #dragonquest  #nierautomata #yorha pic.twitter.com/QNQQkXp8JM,0,0.0
Book this gorgeous water suite with private pool in Maldives ????Limited time special offers are available. Contact us for more information.#ansamatravel #maldives #vistmaldives #specialoffers #holidaydeals #honeymoon #Singapore #UAE #Qatar #Maldives #Malaysia #India  #booknow pic.twitter.com/zxFAOKfz11,1,0.8253
#GooglePhotos created this animation from a series of photos I took. Love it! #Singapore #ArtificialIntelligence pic.twitter.com/M9pEH2mpok,1,0.7574
The mandatory picture when you visit #Singapore it took us 7 days  before we got the time to go here so many things to do here. pic.twitter.com/6EK7XsnfBz,0,0.0772
Hermo Promo Codes Feb 2020: 80% OFF! https://t.co/sRoCbT412w #singapore #promosg #promotion,0,0.0
Digital Canvas at Marina Bay Sands. Evening well spent doing what we love best walking around Singapore. Day 7 completed. #Singapore #MarinaBaySands pic.twitter.com/H57mfXxp6E,1,0.8885
"Saudi Arabian citizens should avoid travel to #Singapore except for urgent needs due to the risk of #coronavirus, says the Saudi National Center for Disease Prevention and Control.#SaudiArabiahttps://t.co/J7Z015Bc3v",-1,-0.3612
#Singapore *COVID-19: 19 Feb Update*As of 12pm:New cases: 3Total confirmed: 84Discharged today: 5Total discharged: 34Total still in hospital: 50Most in hospital are stable or improving. 4 remain in ICU.2 of the new cases have links to previous cases.,1,0.6124
Everything has its own use. Including rubbish. If you think you are worthless. Think again. Maybe you have not found the right opportunity yet #technology #greentech #singaporehttps://t.co/zpHAyRTMne pic.twitter.com/pfqcd4kTGE,0,-0.0258
Taking on the party scene one mile at a time! Introducing #Singapore's leading #PartyBus crew!#9tro #9troAlliance #9troLife #9troSpirit #9troStyle #9troPride #9troPower #9troFTW https://t.co/JXX9j0OinO,1,0.508
"Welcome to our newest joiner in our #Singapore office, Haiqal Haffis. Leveraging his knowledge of the IT solutioning industry, Haiqal covers the #FinTech and Digital Financial Services sectors. Welcome Haiqal! pic.twitter.com/zOFR3KGkEG",1,0.7424
"When visiting #Singapore, don’t miss the mouthwatering and pocket friendly Michelin star certified food hawkers! Prepare for the long queue for the scrumptious chicken rice, noodles, curry puff and more. Have you tried any? pic.twitter.com/8D2LgQjqK5",1,0.7177
A captivating first morning in #Singapore for our delegation with a focus on defence. The delegation were able to lay wreaths at the Commonwealth War Cemetery and have insightful discussions at Sembawang Naval Installation @BDSSU_UK. https://t.co/vj0mfn5C1O,-1,-0.5423
Busy day today including attending our regular #EU Ambassadors meeting.  I always feel so proud to represent my country and sit behind our national flag #WorkingforIreland  in #Singapore pic.twitter.com/YnqGsl6eKU,1,0.6113
Beautiful rainbow after the heavy rain??#Singapore #rainbow #rainbowedge pic.twitter.com/73TmRsbWT9,1,0.644
Can’t wait to say hi to #Singapore but first a quick #stopover at @MactanCebuAirpt silkair singaporeair @ Mactan–Cebu International Airport https://t.co/Z5YDGMF78o,0,0.0
World's Tallest Indoor Waterfall ??https://t.co/6kOel0lgAz#singapore #visitsingapore #jewelchangiairport #indoorwaterfall #singaporetourism #travelsingapore #travelvibes #travelholic #instatravel #travel #changi #visitsingapore #smartholidayshop #marinabaysands #travelling pic.twitter.com/HMI6NQZOZM,0,0.0
Home sweet home #Singapore Every airport does this sort of thing right? pic.twitter.com/RWE1SYAplJ,1,0.4588
"Wenn Unsere Kunden ein Problem mit dem Corona Virus haben, dann bieten wir eine kostenlose Reinigung an. #coronavirus #Singapore #bitcoin",-1,-0.4019
"A week ago today we started a new adventure and made a big move over to Singapore. What an incredible place. After a week to settle in I’m now looking for new job opportunities. If you know of anyone that may be able to support, please let me know. #singapore #jobs pic.twitter.com/m8ahtU3ajB",1,0.836
#Singapore Late Night II by Martin Köster pic.twitter.com/H3cVqD8P5g,0,0.0
#sentosa #aquarium #singapore #urlaubskatze #urlaub #reisen #1.urlaubskatze #aida #aidabella #asien pic.twitter.com/es8yQU9O4u,0,0.0
"So viel Geld da unten buchstäblich in den Sand gesetzt, und alles geht in den gierigen Hals der Eliten... wann kolonialisieren wir den Laden endlich und bringen ihn auf Vordermann. Wenn man sich das als Ziel setzt anstatt Ausnutzung klappt das auch #Singapore",0,0.0
#Singapore #Coronavirus #COVID19 ??Buques de carga por todas partes. El transporte global se ha detenido por completo. La economía global se resentirá a partir de la próxima semana. pic.twitter.com/RI7reiOrCt,1,0.4137
Flu through coronavirus is not a common flu that's why Chinese Govt is using hundreds of Army Trucks in the streets of China sanitize the cities.#Coronavirustruth#CoronavirusOutbreak#coronovirusuk #WuhanVirus#COVID2019#COVID?19 pic.twitter.com/zaWjK6nOlF,0,-0.1068
Original video @ https://t.co/9MDGcRqo3yEven nurses are dying in China due to the coronavirus..#Coronavirius #wuhan #WuhanCoronavirus #WuhanVirus #CoronaOutbreak #cdc #watchman #WuhanCoronavius #CoronarvirusOutbreak #coronaviruskenya #coronavirususa #CoronavirusWho #who pic.twitter.com/Ue6KeP36Fo,1,0.3182
#Armed gang #steal TOILET ROLLS in #Hong Kong https://t.co/Gvthn3trL8 via @MailOnline #bigdata #AI #IOT #DiGiTAL #Twitter #CHiNAViRUS #WuhanVirus #ChinaVirus #healthCare#usa #canada #london#Android #goOgle #windows #linux #oracle #software #ios #tech #WHO #healthtech,0,0.0
"Some villagers picked sticks and ready to fight, suppose if they had a gun... CCP regime is the real #WuhanVirus .People in Huanggang, Hubei Province, clash with police. They are close to explosion under CCP's high pressure. https://t.co/STL5WdRXEg",-1,-0.3182
"CCP mouthpiece calls Egypt the ""sick man of the Middle East."" By expelling 3 journalists who used the same phrase, CCP wants to bully media into not reporting on the human and economic disaster of the #WuhanVirus. They are very scared. https://t.co/kRVSO8Ns9o",-1,-0.9468
"???????????????:????????????,????……#CoronavirusOutbreak#WuhanVirus pic.twitter.com/UAZOCGaA68",0,0.0
"71.335 mit dem #Coronavirus Infizierte sind laut Johns Hopkins #CSSE derzeit registriert. Das entspricht einem Anstieg um 3,00% oder 2.079 Fälle gegenüber dem Vortag https://t.co/9YckHjlEIW#Corona #China #WuhanVirus",0,0.0
